e1
20
17
30
0
27
23
23
31
34
23
21
24
0
18
22
25
25
28
21
25
29
0
22
22
24
28
30
23
25
25
1
20
21
26
25
30
20
27
17
31
22
24
26
26
26
21
21
18
29
22
22
26
26
28
21
21
21
32
19
21
27
24
29
23
21
22
35
19
11
24
20
23
22
21
18
27
10
19
24
30
23
23
22
20
28
4
21
26
31
31
20
21
24
25
0
20
21
26
32
31
20
30
24
34
33
32
34
18
18
30
25
22
33
35
29
37
21
23
28
34
23
33
37
27
35
18
23
28
35
30
29
29
24
32
20
17
26
31
34
28
33
26
33
20
26
24
29
35
28
35
32
32
22
20
26
35
32
30
34
40
25
18
21
26
33
32
25
32
38
31
16
21
24
34
31
29
34
37
34
39
22
21
34
31
30
34
37
31
37
24
20
30
31
27
36
35
32
41
26
27
32
26
27
24
38
21
28
30
29
26
23
21
24
35
20
27
31
31
0
31
26
20
31
23
27
31
23
23
0
28
22
32
23
26
33
29
22
32
29
29
26
21
29
27
30
27
32
25
32
22
23
18
26
29
24
31
27
28
29
35
27
24
32
19
29
6
27
27
36
21
23
28
16
28
27
25
28
34
26
28
25
20
27
20
29
23
35
18
31
26
22
27
28
28
25
36
22
29
28
32
22
26
11
21
29
31
31
27
25
22
26
9
23
26
23
35
20
23
23
26
9
17
26
29
33
23
24
20
30
28
20
27
29
31
23
14
19
25
23
4
27
25
32
22
23
18
25
21
4
22
26
30
17
24
14
23
29
9
22
27
29
18
22
21
28
24
9
22
32
30
15
23
15
22
26
6
20
24
32
35
22
16
18
26
11
21
26
31
33
22
16
20
25
11
24
28
32
35
22
22
17
23
30
32
25
28
27
32
24
17
22
26
28
24
25
29
29
17
20
18
24
31
27
25
28
26
17
26
24
28
29
24
24
24
25
21
24
23
30
29
23
28
20
26
22
23
23
26
31
33
23
22
26
20
18
23
28
36
29
30
23
27
23
21
20
26
31
34
29
27
26
23
21
22
27
26
33
26
28
20
21
0
27
23
24
27
28
28
24
33
7
22
28
31
34
26
22
24
30
21
26
28
15
27
28
25
33
29
23
20
22
11
30
30
25
30
32
21
22
23
3
10
24
22
32
32
19
24
30
1
26
25
25
29
29
25
26
28
1
21
22
24
29
32
20
22
26
30
18
31
23
30
28
16
28
27
30
20
32
27
24
29
19
23
30
1
18
30
23
24
26
19
21
26
1
17
31
26
24
31
17
21
28
19
19
27
25
30
28
26
17
26
29
18
24
26
23
34
28
22
